Brand_Name;Sustainability_Rating;Material_Type;Eco_Friendly_Manufacturing;Carbon_Footprint_MT;Water_Usage_Liters;Waste_Production_KG;Recycling_Programs;Average_Price_USD;Product_Category
Brand_1001;D;Organic Cotton;No;259,98;3550906,13;94801,67;No;332,69;Scarf
Brand_1002;C;Recycled Polyester;No;100,5;2818494,48;76869,77;Yes;467,91;Sweater
Brand_1003;B;Organic Cotton;No;387,41;3054145,69;53373,1;No;395,31;Scarf
Brand_1004;D;Bamboo Fabric;No;80,43;2584461,3;54813,2;Yes;23,1;Blouse
Brand_1005;B;Organic Cotton;Yes;207,84;1604708,62;40539,28;No;120,86;Sweater
Brand_1006;D;Organic Cotton;Yes;91,82;3721592,47;27221;Yes;492,63;Hat
Brand_1007;A;Bamboo Fabric;Yes;32,69;4198419,33;11096,32;No;271,42;Pajamas
Brand_1008;A;Organic Cotton;Yes;15,18;889476,46;11826,98;No;365,97;Blouse
Brand_1009;D;Organic Cotton;No;285,94;476659,65;85733,96;Yes;484,73;Jacket
Brand_1010;D;Recycled Polyester;No;201,16;4060710,04;60207,88;No;122,75;T-shirt
Brand_1011;D;Bamboo Fabric;Yes;443,89;1315027,99;23694,23;No;22,12;Hat
Brand_1012;D;Bamboo Fabric;No;335,43;176580,53;28519,75;Yes;286,73;T-shirt
Brand_1013;D;Organic Cotton;No;247,07;1830354,4;2458,55;No;326,07;Cardigan
Brand_1014;B;Organic Cotton;No;117,02;1928338,24;27340,57;Yes;250,88;Blouse
Brand_1015;B;Recycled Polyester;Yes;14,61;1732087,98;11069,46;No;266,63;Jacket
Brand_1016;D;Recycled Polyester;Yes;111,73;4836556,71;78264,47;No;189,93;T-shirt
Brand_1017;B;Vegan Leather;Yes;33,73;4267070,1;74596,49;Yes;180,19;Socks
Brand_1018;C;Organic Cotton;Yes;135,78;4548037,98;17508,25;No;207,14;Hat
Brand_1019;D;Hemp;No;302,31;2941798,17;4042,44;No;247,66;Dress
Brand_1020;A;Vegan Leather;No;253,86;289708,82;88079,42;No;280,87;Coat
Brand_1021;A;Organic Cotton;Yes;408,9;2504977,3;58164,48;Yes;137,92;Socks
Brand_1022;A;Bamboo Fabric;Yes;94,01;3998841,45;84660,72;No;431,91;Dress
Brand_1023;D;Bamboo Fabric;Yes;154,18;2761045,49;95033,29;No;498,39;T-shirt
Brand_1024;C;Vegan Leather;Yes;76,42;814525,27;90924,55;Yes;94,23;Hat
Brand_1025;C;Recycled Polyester;No;8,1;3233399,64;63570,6;No;111,93;Pajamas
Brand_1026;A;Recycled Polyester;No;34,61;4037219,17;96471,33;Yes;367,4;Dress
Brand_1027;C;Bamboo Fabric;Yes;314,73;1610601,88;94143,04;Yes;181,6;Blouse
Brand_1028;B;Hemp;Yes;98,55;457609,63;49496,52;Yes;37,42;T-shirt
Brand_1029;A;Bamboo Fabric;Yes;175,41;367325,74;78662;No;141,19;T-shirt
Brand_1030;B;Recycled Polyester;Yes;489,82;2142068,78;95232,2;No;316,15;Shirt
Brand_1031;D;Recycled Polyester;Yes;159,73;650591,74;30521,91;No;186,97;Coat
Brand_1032;D;Bamboo Fabric;Yes;92,94;1643324,08;53897,92;No;331,27;Sweater
Brand_1033;A;Hemp;No;363,57;2590709,15;68953,68;No;329,43;Coat
Brand_1034;A;Hemp;Yes;97,55;1470313,66;63379,07;No;314,4;Hat
Brand_1035;B;Organic Cotton;Yes;386,3;4987667,91;95944,58;No;460,08;Shirt
Brand_1036;D;Recycled Polyester;Yes;313,18;4930056,86;80666,87;Yes;81,91;Cardigan
Brand_1037;D;Vegan Leather;No;156,78;778050,61;65592,01;No;210,97;T-shirt
Brand_1038;A;Bamboo Fabric;Yes;118,13;1141291,32;51312,27;No;184,19;Blouse
Brand_1039;B;Recycled Polyester;No;447,65;2773503,96;28616,64;Yes;296,7;Shirt
Brand_1040;A;Vegan Leather;No;419,1;4080376,22;29288,06;No;87,86;Scarf
Brand_1041;C;Recycled Polyester;Yes;314,99;2140533,29;76580,28;Yes;196,32;T-shirt
Brand_1042;B;Bamboo Fabric;Yes;400,6;1957898,12;5913,02;Yes;439,7;Scarf
Brand_1043;D;Organic Cotton;No;289,46;1630126,76;48849,66;No;246,39;Sweater
Brand_1044;C;Recycled Polyester;No;423,47;806264,7;7239,43;Yes;262,69;Dress
Brand_1045;C;Recycled Polyester;Yes;78,9;3217713,33;93507,57;No;406,51;Coat
Brand_1046;C;Hemp;Yes;303,78;3564578,17;6142,68;Yes;30,18;Pajamas
Brand_1047;D;Hemp;Yes;399,15;413003,66;52598,51;No;463,95;Scarf
Brand_1048;B;Organic Cotton;Yes;61,78;3115210,66;50656,96;No;439,81;Sweater
Brand_1049;B;Bamboo Fabric;Yes;174,74;996839,27;72843,81;Yes;218,12;Blouse
Brand_1050;B;Bamboo Fabric;No;95,14;1879469,06;20969,35;No;240,74;Coat
Brand_1051;A;Bamboo Fabric;No;299,79;2060965,96;58820,18;Yes;400,65;Socks
Brand_1052;C;Hemp;Yes;52,99;4619743,9;9921,39;Yes;390,47;Coat
Brand_1053;B;Vegan Leather;Yes;165,92;985570,05;28960,47;No;113,69;Coat
Brand_1054;B;Tencel;Yes;157,39;1913905,23;80110,81;No;384,55;Dress
Brand_1055;D;Organic Cotton;No;279,37;3160951,56;30755,85;Yes;154,4;Dress
Brand_1056;D;Bamboo Fabric;Yes;171,66;3675602,79;30071,43;No;176,46;Socks
Brand_1057;C;Bamboo Fabric;No;378,68;3323826,38;46696,45;No;242,32;Scarf
Brand_1058;D;Hemp;No;275,4;2037252,25;58979,73;No;24,45;T-shirt
Brand_1059;A;Vegan Leather;No;52,81;2223494,08;82116,62;Yes;256,53;Sweater
Brand_1060;B;Bamboo Fabric;No;131,43;4693614,28;28305,17;No;348,89;Sweater
Brand_1061;D;Organic Cotton;Yes;362,24;510482,13;4107,13;No;167,39;Jacket
Brand_1062;A;Recycled Polyester;No;440,17;1224173,61;33049,92;Yes;317,04;Sweater
Brand_1063;C;Organic Cotton;Yes;324,88;4018026,57;8659,89;Yes;117,72;Socks
Brand_1064;D;Hemp;No;309,35;1993591,25;43134,11;No;376,98;Coat
Brand_1065;D;Organic Cotton;Yes;339,7;3872751,55;98115,48;Yes;356,57;Pajamas
Brand_1066;B;Hemp;No;127,63;1589757,93;57785,05;Yes;154,3;Sweater
Brand_1067;C;Vegan Leather;Yes;381,18;630550,74;47082,28;No;346,91;Shirt
Brand_1068;B;Vegan Leather;Yes;167,91;4375070,06;23408,62;No;81,62;T-shirt
Brand_1069;D;Bamboo Fabric;No;221,38;2743681,85;68462,87;Yes;306;Dress
Brand_1070;B;Bamboo Fabric;No;59,42;4642320,66;58372,34;Yes;84,55;Sweater
Brand_1071;C;Recycled Polyester;Yes;169,96;2071313,38;69035,71;No;346,01;Cardigan
Brand_1072;A;Bamboo Fabric;No;455,41;1944089,81;32332,86;No;23,32;Blouse
Brand_1073;D;Vegan Leather;No;116,54;1586267,18;34254,35;Yes;189,5;Hat
Brand_1074;A;Organic Cotton;Yes;155,43;3675980,87;89983,09;No;492,87;Dress
Brand_1075;C;Recycled Polyester;No;279,85;4164730,13;70256,01;Yes;50,98;Pajamas
Brand_1076;B;Recycled Polyester;No;101,25;413985,1;19516,25;No;99,19;Pajamas
Brand_1077;C;Bamboo Fabric;No;90,74;2998331,51;86118,62;No;467,66;Cardigan
Brand_1078;D;Recycled Polyester;Yes;387,11;882000,82;41088,43;Yes;124,96;Shirt
Brand_1079;B;Vegan Leather;Yes;89,38;2867261,63;2331,03;Yes;478,32;Hat
Brand_1080;D;Vegan Leather;Yes;74,67;1765302,52;17599,9;Yes;389,43;Blouse
Brand_1081;A;Organic Cotton;Yes;94,91;3422800,18;97965,53;Yes;53,27;Sweater
Brand_1082;D;Recycled Polyester;No;149,48;1532339,46;98456,3;Yes;344,8;Cardigan
Brand_1083;A;Tencel;Yes;409,44;318910,46;11837,73;Yes;86,36;Cardigan
Brand_1084;C;Recycled Polyester;Yes;413,79;3177975,57;68127,85;Yes;437,13;Jacket
Brand_1085;D;Bamboo Fabric;No;100,73;1148223,64;95605,26;Yes;259;Jacket
Brand_1086;D;Vegan Leather;Yes;38,42;2388826,16;5219,84;Yes;158,84;Cardigan
Brand_1087;D;Tencel;No;300,78;3843981,76;35681,68;Yes;459,65;Blouse
Brand_1088;D;Hemp;Yes;162,72;2147457,55;59461,17;No;415,01;Pajamas
Brand_1089;C;Bamboo Fabric;No;395,92;4732783,51;29295,8;No;240,97;Sweater
Brand_1090;D;Bamboo Fabric;Yes;9,63;1762749,59;92835,24;No;498,28;Sweater
Brand_1091;D;Vegan Leather;Yes;293,32;3720607,98;96370,2;No;158,64;T-shirt
Brand_1092;B;Bamboo Fabric;No;125,95;4398076,24;71522,82;Yes;419,81;Sweater
Brand_1093;A;Bamboo Fabric;No;262,09;4501834,32;21301,34;No;126,06;Blouse
Brand_1094;B;Recycled Polyester;Yes;335,28;4908563,63;8250,99;Yes;49,12;Hat
Brand_1095;D;Tencel;Yes;143,25;317229,64;16694,31;Yes;397,25;Dress
Brand_1096;C;Organic Cotton;No;330,54;2402211,55;57566,62;Yes;304,23;Sweater
Brand_1097;A;Hemp;No;362,77;3164167,7;78572,2;No;208,5;Shirt
Brand_1098;D;Tencel;No;426,23;209984,45;12062,63;No;41,13;Socks
Brand_1099;D;Vegan Leather;Yes;327,36;4423046,04;59794,6;No;422,85;Socks
Brand_1100;D;Tencel;Yes;20,32;1606806,61;31768,82;Yes;320,35;Sweater
Brand_1101;D;Bamboo Fabric;Yes;352,96;4331965,63;59492,33;Yes;168,52;Socks
Brand_1102;B;Bamboo Fabric;No;400,17;3764072,76;60502,4;No;324,44;Hat
Brand_1103;D;Bamboo Fabric;No;403,05;3299439,38;21948,36;Yes;454,29;Dress
Brand_1104;D;Hemp;Yes;192,47;376682,38;97937,34;No;87,23;Blouse
Brand_1105;D;Organic Cotton;No;258,04;2103556,62;29026,89;No;429,96;Shirt
Brand_1106;A;Recycled Polyester;Yes;296,9;3703759,42;69932,28;No;82,09;Hat
Brand_1107;D;Recycled Polyester;No;7,92;4212236,24;23351,98;Yes;369,51;Dress
Brand_1108;A;Bamboo Fabric;No;203,94;3084509,74;35948,99;Yes;469,97;Jacket
Brand_1109;D;Hemp;Yes;14,28;2805384,98;22180,81;No;453,85;Socks
Brand_1110;A;Hemp;No;22,72;587657,83;3411,9;Yes;44,87;Shirt
Brand_1111;D;Tencel;Yes;56,92;1737915,93;75053,94;Yes;314,67;Shirt
Brand_1112;C;Vegan Leather;Yes;198,3;2172560,42;2056,18;No;184,51;Dress
Brand_1113;D;Bamboo Fabric;Yes;22,24;3791705,81;28146,88;Yes;53,62;Coat
Brand_1114;D;Recycled Polyester;Yes;126,82;495614,93;76100,68;No;165,01;Jacket
Brand_1115;D;Hemp;No;298,44;859850,73;11273,53;No;62,12;Coat
Brand_1116;B;Hemp;Yes;251,37;4540800,06;55167,22;Yes;33,45;Socks
Brand_1117;B;Hemp;Yes;447,1;1855698,79;58458,16;Yes;434,14;Blouse
Brand_1118;B;Bamboo Fabric;No;149,8;359102,14;34662,64;No;148,91;Sweater
Brand_1119;A;Tencel;Yes;46,64;1039406,97;41962,2;No;152,14;T-shirt
Brand_1120;A;Bamboo Fabric;Yes;155,84;1306478,21;12176,64;No;351,5;Hat
Brand_1121;B;Hemp;No;444,46;2883270,97;89349,05;No;125,33;Jacket
Brand_1122;D;Vegan Leather;No;370,94;1747501,29;71804,17;Yes;363,93;Sweater
Brand_1123;A;Recycled Polyester;No;351,91;3132459,77;61180,04;Yes;395,8;Sweater
Brand_1124;D;Recycled Polyester;No;197,6;2684383,27;62859,15;Yes;436,51;Scarf
Brand_1125;C;Organic Cotton;No;123,5;4630740,67;92619,05;No;54,18;Dress
Brand_1126;C;Organic Cotton;No;28,05;2539257,72;26937,16;Yes;395,88;Shirt
Brand_1127;C;Hemp;Yes;85,13;1308839,48;60047,04;Yes;328,81;Jacket
Brand_1128;C;Organic Cotton;No;397,93;4777566,49;98415,12;No;284,98;Shirt
Brand_1129;D;Vegan Leather;No;371,8;4365430,64;35474;Yes;103,34;Socks
Brand_1130;B;Hemp;No;237,92;1043363,44;50914,66;Yes;279,48;T-shirt
Brand_1131;D;Bamboo Fabric;No;347,18;738238,53;96687,05;Yes;71,68;Coat
Brand_1132;C;Bamboo Fabric;No;272,55;96649,34;9795,9;No;169,51;Jacket
Brand_1133;D;Recycled Polyester;Yes;412,24;1308484,31;41684,07;Yes;220,53;Blouse
Brand_1134;B;Bamboo Fabric;Yes;206,29;3234519,41;65711,54;Yes;343,49;Cardigan
Brand_1135;C;Hemp;No;200,18;1721131,24;62673,11;Yes;349,56;Coat
Brand_1136;D;Recycled Polyester;No;216,91;3586529,06;28329,58;No;299,53;Scarf
Brand_1137;B;Recycled Polyester;No;419,56;4716317,57;95114,67;No;430,13;Blouse
Brand_1138;D;Recycled Polyester;Yes;357,32;1411313,79;51549,5;Yes;462,06;Sweater
Brand_1139;C;Bamboo Fabric;No;17,88;4236413,33;52720,07;Yes;337,16;Hat
Brand_1140;A;Bamboo Fabric;Yes;6,69;3551188,03;39479,47;No;94,73;T-shirt
Brand_1141;A;Recycled Polyester;No;483,61;1011759,48;1193,87;No;144;Pajamas
Brand_1142;C;Organic Cotton;No;266,71;2039637,34;87124,82;No;219,37;Sweater
Brand_1143;C;Hemp;No;473,77;184167,78;47347,65;Yes;288,95;Dress
Brand_1144;B;Organic Cotton;Yes;466,82;1131270,13;22314,28;Yes;103,1;T-shirt
Brand_1145;A;Hemp;No;337,03;2054315,34;86846,99;No;361,52;Shirt
Brand_1146;B;Vegan Leather;No;370,1;2312877,18;53561,86;No;243,23;Blouse
Brand_1147;B;Hemp;No;403,51;2333481,17;42370,68;Yes;266,34;Pajamas
Brand_1148;A;Bamboo Fabric;No;195,73;1263155,6;92645,57;No;56,38;Sweater
Brand_1149;A;Vegan Leather;No;379,89;4101961,12;91233,8;Yes;219,2;Socks
Brand_1150;C;Organic Cotton;Yes;202,23;2492572,77;32083,84;Yes;307,05;T-shirt
Brand_1151;B;Organic Cotton;Yes;428,5;3280082,73;29089,16;Yes;142,82;Scarf
Brand_1152;C;Organic Cotton;No;361,65;4588345,31;40342,22;Yes;234,84;Coat
Brand_1153;B;Hemp;Yes;419,44;3707716,15;54948,07;No;280,4;Socks
Brand_1154;B;Vegan Leather;No;214,85;3326467,63;58867,49;No;279,88;Socks
Brand_1155;B;Vegan Leather;No;228,78;4132752,87;22672,49;Yes;463,45;Cardigan
Brand_1156;A;Recycled Polyester;Yes;245,82;4570180,87;85796,84;Yes;64,24;Jacket
Brand_1157;A;Recycled Polyester;No;203,83;2718085,69;15871,51;No;145,32;Scarf
Brand_1158;C;Hemp;Yes;149,65;2545518,8;81900,41;Yes;310,47;Shirt
Brand_1159;D;Organic Cotton;Yes;44,9;419639,4;26996,54;No;89,52;Shirt
Brand_1160;A;Vegan Leather;Yes;127,96;1479502,93;78354,06;Yes;44,96;Jacket
Brand_1161;C;Bamboo Fabric;Yes;157;2521835,66;3299,84;Yes;356,33;Dress
Brand_1162;C;Hemp;No;307,06;4162531,16;53334,93;Yes;309,41;Jacket
Brand_1163;A;Hemp;No;184,96;2889880,84;12757,82;No;50,32;Dress
Brand_1164;D;Vegan Leather;No;33,86;653632,61;77895,08;Yes;21,37;Scarf
Brand_1165;C;Recycled Polyester;No;157,6;2317363,34;99736,89;No;326,81;Cardigan
Brand_1166;B;Bamboo Fabric;No;452,27;402667,66;87866,82;Yes;467,37;Sweater
Brand_1167;B;Vegan Leather;No;301,79;1489308,09;38501,24;No;262,01;Scarf
Brand_1168;B;Recycled Polyester;Yes;199,77;414559,14;41097,1;Yes;282,81;Socks
Brand_1169;A;Organic Cotton;No;153,9;1346822,09;20015,26;No;392,34;Scarf
Brand_1170;B;Hemp;No;56,65;4900492,56;5109,24;No;282,75;Socks
Brand_1171;C;Organic Cotton;No;462,88;4460567,88;1997,83;No;79,93;Dress
Brand_1172;D;Tencel;Yes;364,15;516089,47;88464,91;Yes;158,16;Cardigan
Brand_1173;D;Organic Cotton;No;281,32;1467130,55;50954,76;No;190,84;Shirt
Brand_1174;D;Organic Cotton;Yes;32,95;101097,17;68635,71;No;479,94;Cardigan
Brand_1175;D;Bamboo Fabric;Yes;104,3;741622,81;5937,36;No;42,37;Blouse
Brand_1176;B;Recycled Polyester;No;87,08;1773291,57;41603,16;No;108,53;Scarf
Brand_1177;A;Tencel;Yes;205;4074084,67;11395,27;No;133,04;Coat
Brand_1178;B;Tencel;No;486,49;2650508,9;96285,02;Yes;391,51;Jacket
Brand_1179;A;Recycled Polyester;Yes;212,08;2546678,52;60804,34;No;426,13;T-shirt
Brand_1180;B;Vegan Leather;No;370,9;1080155,67;46281,99;No;430,24;Shirt
Brand_1181;D;Vegan Leather;Yes;80,67;1493465,8;53718,69;Yes;251,88;T-shirt
Brand_1182;B;Tencel;Yes;437,86;4465735,95;16348,92;Yes;316,11;Hat
Brand_1183;D;Hemp;No;338,1;559210,47;10733,12;No;267,42;Sweater
Brand_1184;B;Vegan Leather;Yes;101,27;4559723,49;60725,2;No;117,9;Blouse
Brand_1185;B;Vegan Leather;No;318,73;4038350,67;4271,97;Yes;198,27;Jacket
Brand_1186;D;Organic Cotton;Yes;44,77;2071405,12;62736,31;Yes;49,39;T-shirt
Brand_1187;B;Tencel;Yes;102,4;1307012,46;14439,26;No;100,8;Dress
Brand_1188;B;Bamboo Fabric;Yes;436,64;3942443,19;71733,68;No;453,71;Socks
Brand_1189;B;Recycled Polyester;No;182,3;3589196,31;87175,08;No;416,34;Cardigan
Brand_1190;B;Hemp;No;58,96;1961342,95;76298,18;Yes;30,09;Shirt
Brand_1191;A;Organic Cotton;Yes;216,95;4829638,49;5711,03;No;122,84;Coat
Brand_1192;B;Tencel;No;272,2;4675458,74;57966,06;No;280,59;Blouse
Brand_1193;D;Vegan Leather;Yes;73,51;489648,7;81336,13;Yes;194,12;Socks
Brand_1194;C;Organic Cotton;Yes;39,5;3701472,37;17903,49;No;104,4;Socks
Brand_1195;C;Hemp;Yes;62,7;4363314,73;95197,13;No;428,03;Scarf
Brand_1196;B;Tencel;Yes;102,79;347028,17;87951,72;No;127,04;Cardigan
Brand_1197;A;Hemp;No;2,47;4551131,66;83502,95;Yes;316,92;Hat
Brand_1198;C;Vegan Leather;No;117,03;934877;65230,62;No;46,53;Scarf
Brand_1199;D;Organic Cotton;Yes;196,8;1873245,8;34869,71;No;400,12;Pajamas
Brand_1200;A;Organic Cotton;Yes;405,05;4796593,95;45464,19;Yes;81,97;Coat
Brand_1201;C;Bamboo Fabric;No;90,62;1374709,37;85978,84;Yes;209,78;Hat
Brand_1202;D;Tencel;No;147,85;4448111,02;87253,14;No;442,44;Sweater
Brand_1203;B;Organic Cotton;Yes;39,95;1094586,19;71639,57;No;247,67;T-shirt
Brand_1204;B;Vegan Leather;Yes;355,04;4253298,78;28062,1;No;155,92;Hat
Brand_1205;B;Bamboo Fabric;Yes;251,77;2417996;36328,9;Yes;339,78;Shirt
Brand_1206;D;Hemp;Yes;248,18;1759593,46;9793,65;No;172,1;T-shirt
Brand_1207;D;Vegan Leather;No;254,32;1512355,52;9026,87;No;479,74;Blouse
Brand_1208;D;Recycled Polyester;No;414,43;4571818,84;36581,33;No;98,65;Pajamas
Brand_1209;B;Organic Cotton;Yes;395,08;134998,23;4966,09;Yes;119,2;Scarf
Brand_1210;B;Tencel;Yes;89,61;4776840,54;81063,55;Yes;233,56;T-shirt
Brand_1211;B;Vegan Leather;Yes;264,23;846330,27;27705,34;Yes;24,2;Socks
Brand_1212;C;Vegan Leather;Yes;106,68;3698647,61;84088,81;Yes;151,46;Pajamas
Brand_1213;A;Bamboo Fabric;Yes;185,34;709471,95;95025,7;Yes;106,71;T-shirt
Brand_1214;A;Hemp;Yes;102,37;2095794,03;29768,84;Yes;429,5;Hat
Brand_1215;D;Recycled Polyester;No;236,7;136519,58;75604,05;No;312,13;Dress
Brand_1216;C;Vegan Leather;No;320,99;2910402,81;18820,7;Yes;322,46;Hat
Brand_1217;C;Vegan Leather;Yes;65,86;2201583,25;76397,06;No;490,67;Shirt
Brand_1218;D;Tencel;No;206,2;1754619,57;20107,44;No;321,76;Jacket
Brand_1219;C;Vegan Leather;Yes;304,13;3307587,77;72887,64;No;356,44;Socks
Brand_1220;C;Bamboo Fabric;Yes;80,2;2319929,28;99195,6;No;74,21;Sweater
Brand_1221;C;Vegan Leather;No;82,2;370589,06;87781,6;No;101,32;Blouse
Brand_1222;C;Organic Cotton;Yes;105,23;2740058,23;94175,5;No;215,08;Dress
Brand_1223;A;Vegan Leather;No;221,74;4640509,69;23024,47;No;105,85;T-shirt
Brand_1224;C;Organic Cotton;Yes;295,43;4582846,31;55407,09;Yes;240,92;Shirt
Brand_1225;A;Bamboo Fabric;Yes;495,8;376822,67;7650,53;Yes;312,73;Dress
Brand_1226;C;Bamboo Fabric;No;310,51;4038850,1;26161,21;Yes;455,11;T-shirt
Brand_1227;A;Organic Cotton;No;344,67;2147504,67;85488,84;Yes;387,77;Pajamas
Brand_1228;B;Bamboo Fabric;No;247,89;1540017,15;73304,89;Yes;326,01;Pajamas
Brand_1229;A;Hemp;Yes;102,06;718909,08;58227,63;No;136,88;Jacket
Brand_1230;C;Organic Cotton;No;211,62;758490,07;92896,16;No;142,07;Pajamas
Brand_1231;B;Recycled Polyester;No;95,29;3892515,08;67525,45;Yes;421,7;Dress
Brand_1232;C;Bamboo Fabric;Yes;109,99;4151160,26;29459,25;No;241,64;Hat
Brand_1233;B;Tencel;Yes;453,96;2456570,03;59032,83;Yes;426,55;Dress
Brand_1234;D;Vegan Leather;Yes;277,78;3844776,23;17828,9;No;31,56;Pajamas
Brand_1235;C;Tencel;No;435,28;4710731,66;25695,83;Yes;281,64;Scarf
Brand_1236;C;Tencel;No;81,74;2885264,47;31221,55;No;152,23;Coat
Brand_1237;B;Vegan Leather;Yes;74,36;1540436,02;18582,49;Yes;378,57;Socks
Brand_1238;D;Recycled Polyester;No;121,23;1003972,54;2987,74;Yes;351,84;Jacket
Brand_1239;A;Hemp;Yes;4,47;172282,99;90449,18;No;72,34;Blouse
Brand_1240;D;Bamboo Fabric;No;32,17;1585797,72;81843,01;Yes;183,17;T-shirt
Brand_1241;A;Tencel;No;395,95;4970847,82;75687,7;Yes;240,48;Socks
Brand_1242;D;Tencel;Yes;332,42;1578148,88;97878,24;No;129,91;Pajamas
Brand_1243;B;Tencel;Yes;211,09;1360469,28;90565,94;No;53,61;Cardigan
Brand_1244;D;Vegan Leather;Yes;373,93;4298084,88;95107,72;Yes;172,93;Pajamas
Brand_1245;C;Vegan Leather;No;67,36;4233801,42;65174,54;No;344,9;Sweater
Brand_1246;B;Tencel;No;90,85;1045625,53;25036,1;No;258,19;Blouse
Brand_1247;A;Tencel;No;211,85;441713,1;16646,47;No;168,09;Jacket
Brand_1248;A;Hemp;Yes;13,4;4500357,55;49155,91;Yes;359,22;Socks
Brand_1249;C;Hemp;No;446,74;3044700,08;66333,96;Yes;448,03;Sweater
Brand_1250;C;Hemp;Yes;61,38;1672077,34;60159,58;No;282,79;Coat
Brand_1251;C;Vegan Leather;Yes;159,15;3620322,59;33253,14;No;319,56;Coat
Brand_1252;C;Tencel;No;187,1;1551142,42;48330,58;Yes;353,38;Dress
Brand_1253;B;Hemp;No;452,43;592529,72;37456,35;Yes;292,57;Blouse
Brand_1254;C;Vegan Leather;No;35,69;2731783,98;5538,47;No;71,88;Sweater
Brand_1255;D;Organic Cotton;No;155,05;3897778,21;97680,45;Yes;306,32;Shirt
Brand_1256;C;Recycled Polyester;Yes;364,77;1098000,34;43163,45;No;486,45;Coat
Brand_1257;C;Tencel;Yes;350,08;1528063,8;84894,01;No;440,76;Socks
Brand_1258;D;Hemp;Yes;391,91;4552549,71;14077,53;Yes;100,33;Blouse
Brand_1259;C;Recycled Polyester;Yes;349,63;3897992,68;88738,97;Yes;135,46;Scarf
Brand_1260;A;Bamboo Fabric;No;332,31;344919,65;10964,79;Yes;324,82;Jacket
Brand_1261;B;Hemp;Yes;10,15;440692,84;23010,05;Yes;66,19;T-shirt
Brand_1262;D;Organic Cotton;Yes;269,85;4048390,12;15855,82;Yes;185,87;Blouse
Brand_1263;C;Hemp;No;331,38;331374,62;7109,55;Yes;423,54;Scarf
Brand_1264;C;Vegan Leather;No;404,29;1087511,83;84025,14;Yes;416,42;Blouse
Brand_1265;D;Vegan Leather;No;177,25;690970,21;15171,77;No;325,15;T-shirt
Brand_1266;A;Bamboo Fabric;No;418,35;4625100,24;90885,67;Yes;219,8;Jacket
Brand_1267;A;Bamboo Fabric;Yes;273,27;4320747,69;72245,95;Yes;128,67;T-shirt
Brand_1268;D;Organic Cotton;Yes;365;2051982,39;75912,84;No;70,02;Blouse
Brand_1269;B;Tencel;No;371,7;1041896,62;31589,34;Yes;162,83;Cardigan
Brand_1270;C;Organic Cotton;Yes;326,79;894726,73;98850,48;Yes;112,04;Shirt
Brand_1271;B;Hemp;Yes;297,72;1007955,44;80199;Yes;108,18;Pajamas
Brand_1272;A;Organic Cotton;Yes;379,45;4134354,98;31538,09;No;228,02;Cardigan
Brand_1273;D;Recycled Polyester;Yes;225,05;1104234,19;39691,27;Yes;57,74;Pajamas
Brand_1274;B;Organic Cotton;No;332,64;3551747,61;67324;Yes;267,32;Jacket
Brand_1275;D;Hemp;No;116,5;2500450,62;2135,19;Yes;341,01;Jacket
Brand_1276;A;Tencel;No;406,72;4181386;90689,78;No;489,33;Jacket
Brand_1277;D;Hemp;No;371,97;1009471,47;81856,52;Yes;403,8;Shirt
Brand_1278;B;Vegan Leather;No;473,4;515657,18;30157,01;Yes;373,47;Jacket
Brand_1279;D;Recycled Polyester;Yes;242,81;2601859,56;17393,71;Yes;149,97;Blouse
Brand_1280;A;Organic Cotton;No;438,77;3686542,27;17671,88;Yes;357,22;Scarf
Brand_1281;B;Hemp;Yes;413,8;3453418,51;8494,68;Yes;455,34;Socks
Brand_1282;D;Organic Cotton;No;273,27;1558661,53;2574,17;Yes;365,47;Coat
Brand_1283;B;Organic Cotton;Yes;164,49;3095324,88;40984,12;No;439,5;Socks
Brand_1284;D;Tencel;Yes;246,21;4369429,46;14820,62;No;48,06;Shirt
Brand_1285;D;Organic Cotton;No;102,63;1873100,94;87793,05;Yes;423,23;Cardigan
Brand_1286;C;Organic Cotton;No;214,53;2857619,83;76903,36;Yes;92,89;Coat
Brand_1287;D;Vegan Leather;Yes;27,31;2242411,66;23173,77;No;314,52;Cardigan
Brand_1288;B;Organic Cotton;No;36,84;2356559,49;81008,09;Yes;410,58;Coat
Brand_1289;C;Recycled Polyester;No;259,44;3921967,95;48714,81;No;329,1;Shirt
Brand_1290;D;Vegan Leather;No;214,16;1824355,42;10194,48;Yes;459,79;Sweater
Brand_1291;A;Organic Cotton;No;191,94;1180105,48;75359,3;Yes;55,23;Blouse
Brand_1292;D;Bamboo Fabric;Yes;218,87;928074,51;55982,41;Yes;325,02;T-shirt
Brand_1293;D;Bamboo Fabric;Yes;35,96;1267116,61;11287,21;No;375,06;Jacket
Brand_1294;C;Vegan Leather;No;240,06;3949294,13;81570,7;Yes;298,72;T-shirt
Brand_1295;D;Hemp;No;151,35;3740249,16;55536,31;Yes;177,04;T-shirt
Brand_1296;B;Hemp;No;219,84;1797450,45;7332,57;Yes;258,36;Socks
Brand_1297;B;Recycled Polyester;No;297,51;2127201,33;91037,39;Yes;428,3;Hat
Brand_1298;C;Recycled Polyester;Yes;248,24;449430,55;28125,15;Yes;116,67;Hat
Brand_1299;D;Recycled Polyester;No;477,74;3921591,3;64585,84;Yes;52,16;Dress
